mapmaker_id,map_or_book_id,country,city,date,map_or_book
26,E,Austria,Güssing,1583,book
68,1,Austria,Salzburg,1551,map
24,B,Austria,Vienna,1508,book
7,1,Austria,Vienna,1520,map
24,C,Austria,Vienna,1522,book
49,4,Austria,Vienna,1545?,map
49,5,Austria,Vienna,1545?,map
40,4,Austria,Vienna,1546,map
40,6,Austria,Vienna,1547,map
40,7,Austria,Vienna,1547,map
49,D,Austria,Vienna,1556,book
49,7,Austria,Vienna,1556,map
49,11,Austria,Vienna,1558,map
49,12,Austria,Vienna,1558,map
49,14,Austria,Vienna,1558,map
49,G,Austria,Vienna,1558,book
49,H,Austria,Vienna,1558,book
65,B,Austria,Vienna,1558,book
65,D,Austria,Vienna,1558,book
49,J,Austria,Vienna,by 1561,book
49,15,Austria,Vienna,by 1561,map
49,16,Austria,Vienna,by 1561,map
49,17,Austria,Vienna,by 1561,map
49,18,Austria,Vienna,by 1561,map
49,19,Austria,Vienna,by 1561,map
49,20,Austria,Vienna,by 1561,map
49,21,Austria,Vienna,by 1561,map
49,22,Austria,Vienna,by 1561,map
49,23,Austria,Vienna,by 1561,map
49,24,Austria,Vienna,by 1561,map
49,25,Austria,Vienna,by 1561,map
49,26,Austria,Vienna,by 1561,map
65,1,Austria,Vienna,1566,map
65,2,Austria,Vienna,1566,map
65,3,Austria,Vienna,1571,map
42,1,Belgium,Antwerp,1526,map
57,A,Belgium,Antwerp,1527-30,book
29,B,Belgium,Antwerp,1530,book
7,E,Belgium,Antwerp,1533,book
29,A,Belgium,Antwerp,1533,book
7,E,Belgium,Antwerp,1534,book
29,A,Belgium,Antwerp,1534,book
7,E,Belgium,Antwerp,1537,book
29,A,Belgium,Antwerp,1537,book
7,E,Belgium,Antwerp,1539,book
7,E,Belgium,Antwerp,1540,book
29,A,Belgium,Antwerp,1540,book
29,E,Belgium,Antwerp,1540,book
56,A,Belgium,Antwerp,1541,book
6,8,Belgium,Antwerp,1543,map
7,E,Belgium,Antwerp,1544,book
17,A,Belgium,Antwerp,1544,book
29,A,Belgium,Antwerp,1544,book
29,8,Belgium,Antwerp,1544,map
46,1,Belgium,Antwerp,1544,map
29,B,Belgium,Antwerp,1544-53,book
7,E,Belgium,Antwerp,1545,book
29,A,Belgium,Antwerp,1545,book
29,F,Belgium,Antwerp,1545,book
29,E,Belgium,Antwerp,1547,book
7,E,Belgium,Antwerp,1548,book
29,A,Belgium,Antwerp,1548,book
36,1,Belgium,Antwerp,1549,map
7,E,Belgium,Antwerp,1550,book
29,A,Belgium,Antwerp,1550,book
41,E,Belgium,Antwerp,1552,book
7,E,Belgium,Antwerp,1553,book
29,A,Belgium,Antwerp,1553,book
41,E,Belgium,Antwerp,1553,book
30,77,Belgium,Antwerp,1555,map
41,E,Belgium,Antwerp,1555,book
12,21,Belgium,Antwerp,1556,map
12,20,Belgium,Antwerp,1556,map
29,J,Belgium,Antwerp,1556,book
56,A,Belgium,Antwerp,1556,book
12,C,Belgium,Antwerp,1557,book
12,22,Belgium,Antwerp,1557,map
26,A,Belgium,Antwerp,1557,book
77,B,Belgium,Antwerp,1558,book
11,1,Belgium,Antwerp,1559,map
41,E,Belgium,Antwerp,1560,book
69,1,Belgium,Antwerp,1560,map
7,E,Belgium,Antwerp,1561,book
29,A,Belgium,Antwerp,1561,book
5,A,Belgium,Antwerp,1562,book
29,E,Belgium,Antwerp,1562,book
37,2,Belgium,Antwerp,1562,map
1,1,Belgium,Antwerp,1564,map
7,E,Belgium,Antwerp,1564,book
29,A,Belgium,Antwerp,1564,book
65,F,Belgium,Antwerp,1564,book
1,2,Belgium,Antwerp,1565,map
57,A,Belgium,Antwerp,1565,book
1,4,Belgium,Antwerp,1567,map
1,5,Belgium,Antwerp,1568,map
48,2,Belgium,Antwerp,1568,map
1,6,Belgium,Antwerp,1570,map
1,7,Belgium,Antwerp,1570,map
1,8,Belgium,Antwerp,1570,map
1,9,Belgium,Antwerp,1570,map
1,10,Belgium,Antwerp,1570,map
1,11,Belgium,Antwerp,1570,map
1,12,Belgium,Antwerp,1570,map
1,13,Belgium,Antwerp,1570,map
1,14,Belgium,Antwerp,1570,map
1,15,Belgium,Antwerp,1570,map
1,16,Belgium,Antwerp,1570,map
1,17,Belgium,Antwerp,1570,map
1,18,Belgium,Antwerp,1570,map
1,19,Belgium,Antwerp,1570,map
1,20,Belgium,Antwerp,1570,map
1,21,Belgium,Antwerp,1570,map
1,22,Belgium,Antwerp,1570,map
1,23,Belgium,Antwerp,1570,map
1,24,Belgium,Antwerp,1570,map
1,25,Belgium,Antwerp,1570,map
1,26,Belgium,Antwerp,1570,map
1,27,Belgium,Antwerp,1570,map
1,28,Belgium,Antwerp,1570,map
1,29,Belgium,Antwerp,1570,map
1,30,Belgium,Antwerp,1570,map
1,31,Belgium,Antwerp,1570,map
1,32,Belgium,Antwerp,1570,map
1,33,Belgium,Antwerp,1570,map
1,34,Belgium,Antwerp,1570,map
1,35,Belgium,Antwerp,1570,map
1,36,Belgium,Antwerp,1570,map
1,37,Belgium,Antwerp,1570,map
1,38,Belgium,Antwerp,1570,map
1,39,Belgium,Antwerp,1570,map
1,40,Belgium,Antwerp,1570,map
1,41,Belgium,Antwerp,1570,map
1,42,Belgium,Antwerp,1570,map
1,43,Belgium,Antwerp,1570,map
1,44,Belgium,Antwerp,1570,map
1,45,Belgium,Antwerp,1570,map
1,46,Belgium,Antwerp,1570,map
1,47,Belgium,Antwerp,1570,map
1,48,Belgium,Antwerp,1570,map
1,49,Belgium,Antwerp,1570,map
1,50,Belgium,Antwerp,1570,map
1,51,Belgium,Antwerp,1570,map
1,52,Belgium,Antwerp,1570,map
1,53,Belgium,Antwerp,1570,map
1,54,Belgium,Antwerp,1570,map
1,55,Belgium,Antwerp,1570,map
1,56,Belgium,Antwerp,1570,map
1,57,Belgium,Antwerp,1570,map
1,58,Belgium,Antwerp,1570,map
1,59,Belgium,Antwerp,1570,map
1,60,Belgium,Antwerp,1570,map
1,61,Belgium,Antwerp,1570,map
1,62,Belgium,Antwerp,1570,map
1,63,Belgium,Antwerp,1570,map
1,64,Belgium,Antwerp,1570,map
1,65,Belgium,Antwerp,1570,map
1,66,Belgium,Antwerp,1570,map
1,67,Belgium,Antwerp,1570,map
1,68,Belgium,Antwerp,1570,map
1,69,Belgium,Antwerp,1570,map
1,70,Belgium,Antwerp,1570,map
1,71,Belgium,Antwerp,1570,map
1,72,Belgium,Antwerp,1570,map
1,73,Belgium,Antwerp,1570,map
1,74,Belgium,Antwerp,1570,map
1,75,Belgium,Antwerp,1570,map
1,A,Belgium,Antwerp,1570,book
54,11,Belgium,Antwerp,1570,map
60,11,Belgium,Antwerp,1570,map
79,55,Belgium,Antwerp,1570,map
1,77,Belgium,Antwerp,1571,map
56,38,Belgium,Antwerp,1572,map
1,78,Belgium,Antwerp,1573,map
1,79,Belgium,Antwerp,1573,map
1,80,Belgium,Antwerp,1573,map
1,81,Belgium,Antwerp,1573,map
1,82,Belgium,Antwerp,1573,map
1,83,Belgium,Antwerp,1573,map
1,84,Belgium,Antwerp,1573,map
1,85,Belgium,Antwerp,1573,map
1,86,Belgium,Antwerp,1573,map
1,87,Belgium,Antwerp,1573,map
1,88,Belgium,Antwerp,1573,map
1,89,Belgium,Antwerp,1573,map
1,90,Belgium,Antwerp,1573,map
1,91,Belgium,Antwerp,1573,map
1,92,Belgium,Antwerp,1573,map
1,93,Belgium,Antwerp,1573,map
1,94,Belgium,Antwerp,1573,map
1,95,Belgium,Antwerp,1573,map
1,96,Belgium,Antwerp,1573,map
1,97,Belgium,Antwerp,1573,map
1,98,Belgium,Antwerp,1573,map
1,99,Belgium,Antwerp,1573,map
1,100,Belgium,Antwerp,1573,map
1,101,Belgium,Antwerp,1573,map
1,102,Belgium,Antwerp,1573,map
1,103,Belgium,Antwerp,1573,map
1,104,Belgium,Antwerp,1573,map
1,105,Belgium,Antwerp,1573,map
1,B,Belgium,Antwerp,1573,book
7,E,Belgium,Antwerp,1573,book
29,A,Belgium,Antwerp,1573,book
1,B,Belgium,Antwerp,1574,book
7,E,Belgium,Antwerp,1574,book
29,A,Belgium,Antwerp,1574,book
65,L,Belgium,Antwerp,1574,book
7,E,Belgium,Antwerp,1575,book
29,A,Belgium,Antwerp,1575,book
26,B,Belgium,Antwerp,1576,book
49,76,Belgium,Antwerp,1578,map
70,17,Belgium,Antwerp,1578,map
70,18,Belgium,Antwerp,1578,map
1,106,Belgium,Antwerp,1579,map
1,107,Belgium,Antwerp,1579,map
1,108,Belgium,Antwerp,1579,map
1,109,Belgium,Antwerp,1579,map
1,110,Belgium,Antwerp,1579,map
1,111,Belgium,Antwerp,1579,map
1,112,Belgium,Antwerp,1579,map
1,113,Belgium,Antwerp,1579,map
1,114,Belgium,Antwerp,1579,map
1,115,Belgium,Antwerp,1579,map
1,116,Belgium,Antwerp,1579,map
1,117,Belgium,Antwerp,1579,map
1,118,Belgium,Antwerp,1579,map
1,119,Belgium,Antwerp,1579,map
1,120,Belgium,Antwerp,1579,map
1,121,Belgium,Antwerp,1579,map
1,122,Belgium,Antwerp,1579,map
1,123,Belgium,Antwerp,1579,map
1,124,Belgium,Antwerp,1579,map
1,125,Belgium,Antwerp,1579,map
1,126,Belgium,Antwerp,1579,map
1,127,Belgium,Antwerp,1579,map
1,128,Belgium,Antwerp,1579,map
1,129,Belgium,Antwerp,1579,map
1,130,Belgium,Antwerp,1579,map
1,131,Belgium,Antwerp,1579,map
7,E,Belgium,Antwerp,1581,book
29,A,Belgium,Antwerp,1581,book
29,E,Belgium,Antwerp,1581,book
29,F,Belgium,Antwerp,1581,book
26,C,Belgium,Antwerp,1582,book
29,E,Belgium,Antwerp,1582,book
26,D,Belgium,Antwerp,1583,book
1,132,Belgium,Antwerp,1584,map
1,133,Belgium,Antwerp,1584,map
1,134,Belgium,Antwerp,1584,map
1,135,Belgium,Antwerp,1584,map
1,136,Belgium,Antwerp,1584,map
1,137,Belgium,Antwerp,1584,map
1,138,Belgium,Antwerp,1584,map
1,139,Belgium,Antwerp,1584,map
1,140,Belgium,Antwerp,1584,map
1,141,Belgium,Antwerp,1584,map
1,142,Belgium,Antwerp,1584,map
1,143,Belgium,Antwerp,1584,map
1,144,Belgium,Antwerp,1584,map
1,145,Belgium,Antwerp,1584,map
1,146,Belgium,Antwerp,1584,map
1,147,Belgium,Antwerp,1584,map
1,148,Belgium,Antwerp,1584,map
1,149,Belgium,Antwerp,1584,map
1,150,Belgium,Antwerp,1584,map
1,151,Belgium,Antwerp,1584,map
1,152,Belgium,Antwerp,1584,map
1,153,Belgium,Antwerp,1584,map
1,154,Belgium,Antwerp,1584,map
1,155,Belgium,Antwerp,1584,map
1,156,Belgium,Antwerp,1584,map
1,157,Belgium,Antwerp,1584,map
1,158,Belgium,Antwerp,1584,map
1,159,Belgium,Antwerp,1584,map
1,160,Belgium,Antwerp,1584,map
1,161,Belgium,Antwerp,1584,map
1,162,Belgium,Antwerp,1584,map
1,163,Belgium,Antwerp,1584,map
7,E,Belgium,Antwerp,1584,book
29,A,Belgium,Antwerp,1584,book
29,F,Belgium,Antwerp,1584,book
1,164,Belgium,Antwerp,1587,map
1,165,Belgium,Antwerp,1587,map
1,166,Belgium,Antwerp,1587,map
1,167,Belgium,Antwerp,1587,map
1,168,Belgium,Antwerp,1587,map
1,169,Belgium,Antwerp,1587,map
1,170,Belgium,Antwerp,1587,map
1,171,Belgium,Antwerp,1587,map
1,172,Belgium,Antwerp,1587,map
1,173,Belgium,Antwerp,1587,map
1,174,Belgium,Antwerp,1587,map
1,175,Belgium,Antwerp,1587,map
1,176,Belgium,Antwerp,1587,map
1,177,Belgium,Antwerp,1587,map
1,178,Belgium,Antwerp,1587,map
1,179,Belgium,Antwerp,1587,map
1,180,Belgium,Antwerp,1587,map
1,181,Belgium,Antwerp,1587,map
1,182,Belgium,Antwerp,1587,map
1,183,Belgium,Antwerp,1587,map
1,184,Belgium,Antwerp,1587,map
1,185,Belgium,Antwerp,1587,map
29,A,Belgium,Antwerp,1592,book
1,188,Belgium,Antwerp,1595,map
1,189,Belgium,Antwerp,1595,map
1,190,Belgium,Antwerp,1595,map
1,191,Belgium,Antwerp,1595,map
1,192,Belgium,Antwerp,1595,map
1,193,Belgium,Antwerp,1595,map
1,194,Belgium,Antwerp,1595,map
1,195,Belgium,Antwerp,1595,map
1,196,Belgium,Antwerp,1595,map
1,197,Belgium,Antwerp,1595,map
1,198,Belgium,Antwerp,1595,map
1,199,Belgium,Antwerp,1595,map
1,200,Belgium,Antwerp,1595,map
1,201,Belgium,Antwerp,1595,map
1,202,Belgium,Antwerp,1595,map
1,203,Belgium,Antwerp,1595,map
1,204,Belgium,Antwerp,1595,map
1,205,Belgium,Antwerp,1595,map
1,206,Belgium,Antwerp,1595,map
1,207,Belgium,Antwerp,1595,map
1,208,Belgium,Antwerp,1595,map
1,209,Belgium,Antwerp,1595,map
45,3,Belgium,Antwerp,1595,map
45,4,Belgium,Antwerp,1595,map
1,210,Belgium,Antwerp,1595 ог 96,map
26,H,Belgium,Antwerp,1601,book
26,J,Belgium,Antwerp,1605,book
26,K,Belgium,Antwerp,1611,book
1,219,Belgium,Antwerp,1624,map
62,1,Belgium,Brussels,1547,map
29,3,Belgium,Louvain,1537,map
29,4,Belgium,Louvain,1537,map
56,3,Belgium,Louvain,1537,map
56,4,Belgium,Louvain,1538,map
29,7,Belgium,Louvain,1540,map
56,6,Belgium,Louvain,1540,map
56,A,Belgium,Louvain,1540,book
56,7,Belgium,Louvain,1541,map
29,H,Belgium,Louvain,1548,book
56,10,Belgium,Louvain,1551,map
41,G,Czechoslovakia,Prague,1595,book
31,A,England,London,1545,book
31,2,England,London,1546,map
31,B,England,London,1548,book
50,A,England,London,са. 1550,book
31,2,England,London,1555,map
31,C,England,London,1555,book
31,D,England,London,1556,book
43,1,England,London,1562,map
29,E,England,Oxford,1661,book
59,B,France,La Rochelle,1618,book
59,1,France,Lyons,1544,map
59,A,France,Lyons,1550,book
59,4,France,Lyons,1554,map
77,A,France,Lyons,1554,book
76,B,France,Lyons,1555,book
76,C,France,Lyons,1555,book
29,E,France,Lyons,1556,book
76,D,France,Lyons,1556,book
76,E,France,Lyons,1556,book
77,A,France,Lyons,1556,book
59,5,France,Lyons,1558,map
76,F,France,Lyons,1558,book
33,N,France,Lyons,1560,book
76,1,France,Lyons,1560,map
76,H,France,Lyons,1560,book
76,J,France,Lyons,1560,book
59,B,France,Lyons,1561,book
76,11,France,Lyons,1561,map
29,8,France,Lyons,1564,map
19,A,France,Lyons,1566,book
19,1,France,Lyons,1566,map
59,E,France,Lyons,1568,book
59,B,France,Lyons,1569,book
59,B,France,Lyons,1576,book
27,A,France,Paris,1515,book
27,B,France,Paris,1516,book
27,C,France,Paris,1517,book
27,1,France,Paris,1517,map
27,D,France,Paris,1519,book
27,E,France,Paris,1521,book
27,F,France,Paris,1522,book
27,3,France,Paris,1525,map
27,G,France,Paris,1526,book
27,J,France,Paris,1528,book
27,K,France,Paris,1529,book
27,4,France,Paris,1530,map
27,M,France,Paris,1530,book
27,N,France,Paris,1530,book
58,J,France,Paris,1530,book
61,1,France,Paris,1537,map
57,3,France,Paris,154057,map
27,5,France,Paris,1542,map
27,U,France,Paris,1542,book
27,8,France,Paris,1543,map
27,V,France,Paris,1543,book
29,E,France,Paris,1543,book
15,D,France,Paris,1544,book
27,Y,France,Paris,1544,book
27,2,France,Paris,1545,map
29,E,France,Paris,1545,book
44,2,France,Paris,1545,map
29,B,France,Paris,1547-82,book
29,E,France,Paris,1549,book
7,K,France,Paris,1550,book
27,BB,France,Paris,1550,book
29,E,France,Paris,1550,book
7,E,France,Paris,1551,book
7,K,France,Paris,1551,book
12,1,France,Paris,1551,map
12,A,France,Paris,1551,book
27,11,France,Paris,1551,map
27,CC,France,Paris,1551,book
27,EE,France,Paris,1551,book
27,FF,France,Paris,1551,book
27,GG,France,Paris,1551,book
29,A,France,Paris,1551,book
29,E,France,Paris,1551,book
7,E,France,Paris,1553,book
27,JJ,France,Paris,1553,book
29,A,France,Paris,1553,book
29,E,France,Paris,1553,book
12,2,France,Paris,1555,map
12,3,France,Paris,1555,map
12,4,France,Paris,1555,map
12,5,France,Paris,1555,map
12,6,France,Paris,1555,map
12,7,France,Paris,1555,map
12,8,France,Paris,1555,map
12,9,France,Paris,1555,map
12,10,France,Paris,1555,map
12,11,France,Paris,1555,map
12,12,France,Paris,1555,map
12,13,France,Paris,1555,map
12,14,France,Paris,1555,map
12,15,France,Paris,1555,map
12,16,France,Paris,1555,map
12,17,France,Paris,1555,map
12,18,France,Paris,1555,map
12,19,France,Paris,1555,map
12,B,France,Paris,1555,book
27,LL,France,Paris,1556,book
29,E,France,Paris,1556,book
27,MM,France,Paris,1557,book
29,E,France,Paris,1557,book
29,F,France,Paris,1557,book
41,F,France,Paris,1557,book
77,B,France,Paris,1557,book
29,F,France,Paris,1558,book
29,E,France,Paris,1559,book
59,6,France,Paris,1559,map
44,4,France,Paris,са. 1559-60,map
29,5,France,Paris,1560,map
44,5,France,Paris,1560,map
29,E,France,Paris,1561,book
77,1,France,Paris,1562,map
77,2,France,Paris,1562,map
29,E,France,Paris,1563,book
77,3,France,Paris,1563,map
77,4,France,Paris,1565,map
29,E,France,Paris,1569,book
77,C,France,Paris,1575,book
77,5,France,Paris,1575,map
77,6,France,Paris,1575,map
77,7,France,Paris,1575,map
77,8,France,Paris,1575,map
77,9,France,Paris,1575,map
77,10,France,Paris,1575,map
77,11,France,Paris,1575,map
77,12,France,Paris,1575,map
77,13,France,Paris,1575,map
77,14,France,Paris,1575,map
77,15,France,Paris,1575,map
77,16,France,Paris,1575,map
77,17,France,Paris,1575,map
77,18,France,Paris,1575,map
77,19,France,Paris,1575,map
77,20,France,Paris,1575,map
77,21,France,Paris,1575,map
77,22,France,Paris,1575,map
77,23,France,Paris,1575,map
77,24,France,Paris,1575,map
77,25,France,Paris,1575,map
77,26,France,Paris,1575,map
77,27,France,Paris,1575,map
77,28,France,Paris,1575,map
77,29,France,Paris,1575,map
77,30,France,Paris,1575,map
77,31,France,Paris,1575,map
77,32,France,Paris,1575,map
77,33,France,Paris,1575,map
77,34,France,Paris,1575,map
77,35,France,Paris,1575,map
77,36,France,Paris,1575,map
77,37,France,Paris,1575,map
77,38,France,Paris,1575,map
77,39,France,Paris,1575,map
29,5,France,Paris,1576,map
77,40,France,Paris,1576,map
77,33,France,Paris,1581,map
59,18,France,Paris,1583,map
77,0,France,Paris,1583,map
29,E,France,Paris,1585,book
77,46,France,Paris,1586,map
77,52,France,Paris,1586,map
77,54,France,Paris,1586,map
77,62,France,Paris,1586,map
77,77,France,Paris,1586,map
77,80,France,Paris,1586,map
77,85,France,Paris,1586,map
77,87,France,Paris,1586,map
77,95,France,Paris,1586,map
77,102,France,Paris,1586,map
77,103,France,Paris,1586,map
77,106,France,Paris,1586,map
77,113,France,Paris,1586,map
77,120,France,Paris,1586,map
77,123,France,Paris,1586,map
77 ,128,France,Paris,1586,map
77 ,129,France,Paris,1586,map
77 ,130,France,Paris,1586,map
77 ,131,France,Paris,1586,map
77 ,132,France,Paris,1586,map
77 ,133,France,Paris,1586,map
77,135,France,Paris,1586,map
77,136,France,Paris,1586,map
77,138,France,Paris,1586,map
77,139,France,Paris,1586,map
77,140,France,Paris,1586,map
77,142,France,Paris,1586,map
77,143,France,Paris,1586,map
77,148,France,Paris,1586,map
77,152,France,Paris,1586,map
77,154,France,Paris,1586,map
77,156,France,Paris,1586,map
77,158,France,Paris,1586,map
77,159,France,Paris,1586,map
77,160,France,Paris,1586,map
77,163,France,Paris,1586,map
77,164,France,Paris,1586,map
77,169,France,Paris,1586,map
77,175,France,Paris,1586,map
77,176,France,Paris,1586,map
77,177,France,Paris,1586,map
77,181,France,Paris,1586,map
77,182,France,Paris,1586,map
77 ,185,France,Paris,1586,map
77 ,186,France,Paris,1586,map
77,190,France,Paris,1586,map
77,197,France,Paris,1586,map
77,201,France,Paris,1586,map
77,202,France,Paris,1586,map
77 ,208,France,Paris,1586,map
77 ,209,France,Paris,1586,map
77 ,210,France,Paris,1586,map
77,212,France,Paris,1586,map
59,B,France,Rouen,1577,book
59,B,France,Rouen,1602,book
59,B,France,Rouen,1607,book
59,B,France,Rouen,1628,book
80,1,France,St. Die,1507,map
80,2,France,St. Die,1507,map
80,A,France,St. Die,1507,book
80,3,France,Strasbourg,1508,map
80,4,France,Strasbourg,1511,map
80,E,France,Strasbourg,1513,book
80,5,France,Strasbourg,1513,map
80,6,France,Strasbourg,1513,map
80,7,France,Strasbourg,1513,map
80,8,France,Strasbourg,1513,map
80,9,France,Strasbourg,1513,map
80,10,France,Strasbourg,1513,map
80,11,France,Strasbourg,1513,map
80,12,France,Strasbourg,1513,map
80,13,France,Strasbourg,1513,map
80,14,France,Strasbourg,1513,map
80,15,France,Strasbourg,1513,map
80,16,France,Strasbourg,1513,map
80,17,France,Strasbourg,1513,map
80,18,France,Strasbourg,1513,map
80,19,France,Strasbourg,1513,map
80,20,France,Strasbourg,1513,map
80,21,France,Strasbourg,1513,map
80,22,France,Strasbourg,1513,map
80,23,France,Strasbourg,1513,map
80,24,France,Strasbourg,1513,map
80,25,France,Strasbourg,1513,map
80,26,France,Strasbourg,1513,map
80,27,France,Strasbourg,1513,map
80,28,France,Strasbourg,1513,map
80,29,France,Strasbourg,1513,map
80,30,France,Strasbourg,1513,map
80,31,France,Strasbourg,1513,map
80,32,France,Strasbourg,1513,map
80,33,France,Strasbourg,1513,map
80,34,France,Strasbourg,1513,map
80,35,France,Strasbourg,1513,map
80,36,France,Strasbourg,1513,map
80,37,France,Strasbourg,1513,map
80,38,France,Strasbourg,1513,map
80,39,France,Strasbourg,1513,map
80,40,France,Strasbourg,1513,map
80,41,France,Strasbourg,1513,map
80,42,France,Strasbourg,1513,map
80,43,France,Strasbourg,1513,map
80,44,France,Strasbourg,1513,map
80,45,France,Strasbourg,1513,map
80,46,France,Strasbourg,1513,map
80,47,France,Strasbourg,1513,map
80,48,France,Strasbourg,1513,map
80,49,France,Strasbourg,1513,map
80,50,France,Strasbourg,1513,map
80,51,France,Strasbourg,1513,map
80,52,France,Strasbourg,1516,map
28,C,France,Strasbourg,1518,book
28,D,France,Strasbourg,1519,book
28,E,France,Strasbourg,1519,book
28,F,France,Strasbourg,1520,book
28,G,France,Strasbourg,1522,book
28,11,France,Strasbourg,1522,map
80,54,France,Strasbourg,1522,map
28,K,France,Strasbourg,1525,book
28,L,France,Strasbourg,1523 or 24,book
28,54,France,Strasbourg,1525,map
28,56,France,Strasbourg,1525,map
28,57,France,Strasbourg,1525,map
28,N,France,Strasbourg,1525,book
28,0,France,Strasbourg,1529,map
28,P,France,Strasbourg,1530,book
86,E,France,Strasbourg,1532,book
86,11,France,Strasbourg,1532,map
86,12,France,Strasbourg,1532,map
86,13,France,Strasbourg,1532,map
86,14,France,Strasbourg,1532,map
86,15,France,Strasbourg,1532,map
86,16,France,Strasbourg,1532,map
86,17,France,Strasbourg,1532,map
86,18,France,Strasbourg,1532,map
86,11,France,Strasbourg,1536,map
86,12,France,Strasbourg,1536,map
86,13,France,Strasbourg,1536,map
86,14,France,Strasbourg,1536,map
86,15,France,Strasbourg,1536,map
86,16,France,Strasbourg,1536,map
86,17,France,Strasbourg,1536,map
86,18,France,Strasbourg,1536,map
82,1,France,Strasbourg,1537,map
24,E,France,Strasbourg,1540,book
24,F,France,Strasbourg,1541,book
-27,X,France,Strasbourg,1544,book
84,5,France,Strasbourg,1549 Or 50,map
65,A,France,Strasbourg,1552,book
84,6,France,Strasbourg,1553,map
29,E,France,Strasbourg,1559,book
9,A,Germany,Augsburg,1518,book
64,C,Germany,Augsburg,1521?,book
3,A,Germany,Augsburg,1530,book
16,E,Germany,Augsburg,1547,book
55,A,Germany,Celle,1583,book
55,7,Germany,Celle,1593,map
79,4,Germany,Cologne,154057,map
7,K,Germany,Cologne,1544,book
79,5,Germany,Cologne,1545,map
79,A,Germany,Cologne,1549,book
86,D,Germany,Cologne,1550,book
79,8,Germany,Cologne,1555,map
79,9,Germany,Cologne,1555,map
29,E,Germany,Cologne,1571,book
7,E,Germany,Cologne,1574,book
29,A,Germany,Cologne,1574,book
29,E,Germany,Cologne,1576,book
29,B,Germany,Cologne,1578,book
56,39,Germany,Cologne,1578,map
56,40,Germany,Cologne,1578,map
56,41,Germany,Cologne,1578,map
56,42,Germany,Cologne,1578,map
56,43,Germany,Cologne,1578,map
56,44,Germany,Cologne,1578,map
56,45,Germany,Cologne,1578,map
56,46,Germany,Cologne,1578,map
56,47,Germany,Cologne,1578,map
56,48,Germany,Cologne,1578,map
56,49,Germany,Cologne,1578,map
56,50,Germany,Cologne,1578,map
56,51,Germany,Cologne,1578,map
56,52,Germany,Cologne,1578,map
56,53,Germany,Cologne,1578,map
56,54,Germany,Cologne,1578,map
56,55,Germany,Cologne,1578,map
56,56,Germany,Cologne,1578,map
56,57,Germany,Cologne,1578,map
56,58,Germany,Cologne,1578,map
56,59,Germany,Cologne,1578,map
56,60,Germany,Cologne,1578,map
56,61,Germany,Cologne,1578,map
56,62,Germany,Cologne,1578,map
56,63,Germany,Cologne,1578,map
